0,0.000206432,0.076331716,0,0,0,0,0,0,0,0,0,0,0,0,0.060990654,0.052776272,0,0,0,0,2.57606148,0,0,1.590847091,2.404743011,2.434387313,0,0.020776663,0.949377429,0,0,0,0
0,0.000226671,0.117039947,0,0,0,0,0,0,0,0,0,0,0,0,0.028149533,0.024358279,0,0,0,0,2.57606148,0,0,0.092670704,2.404743011,2.434387313,0,0.353203267,0.949377429,0,0,0,0
0,0.000237802,0.230175536,0,0,0,0,0,0,0,0,0,0,0,0,0.03753271,0.032477706,0,0,0,0,2.57606148,0,0,0.64869493,2.404743011,2.434387313,0,0.041553326,1.661410501,0,0,0,0
0,0.000212504,0.020187651,0,0,0,0,0,0,0,0,0,0,0,0,0.042224299,0.048716559,0,0,0,0,2.57606148,0,1.193841461,1.668072678,2.404743011,2.434387313,0,0.020776663,0.237344357,0,0,0,0
0,4.65E-05,0.001392252,0,0,0,0,0,0,0,0,0,0,0,0,0.051607476,0.069015125,0,0,0,0,2.57606148,0,0.842711619,3.938504933,2.404743011,2.434387313,0,0,0,0,0,0,0
0,0.000343042,0.598970922,0,0,0,0,0,0,0,0,0,0,0,0,0.03753271,0.032477706,0,0,0,0,2.57606148,0,0,0.401573052,2.404743011,2.434387313,0,0.083106651,0.712033072,0,0,0,0
0,0.000173039,0.011016949,0,0,0,0,0,0,0,0,0,0,0,0,0.009383178,0.048716559,0,0,0,0,2.57606148,0,1.193841461,0.679585165,2.404743011,2.434387313,0,0.041553326,1.424066144,0,0,0,0
0,0.000214528,0.179782076,0,0,0,0,0,0,0,0,0,0,0,0,0.004691589,0.093373404,0,0,0,0,2.57606148,0,1.544971302,0.030890235,1.282529606,2.434387313,0,1.038833139,1.898754859,0,0,0,0
0,0.000307624,0.050272395,0,0,0,0,0,0,0,0,0,0,0,0,0.060990654,0.052776272,0,0,0,0,2.57606148,0,0,1.837968969,2.404743011,2.434387313,0,0.020776663,0.237344357,0,0,0,0
0,0.000382507,0.093250602,0,0,0,0,0,0,0,0,0,0,0,0,0.070373831,0.133970537,0,0,0,0,2.57606148,0,0.632033714,3.938504933,2.404743011,2.434387313,0,0,0,0,0,0,0
