0,0.000206432,0.076331716,0,0,0,0,0,0,0,0,0,0,0,0,0.060990654,0.052776272,0,0,0,0,2.57606148,0,0
0,0.000226671,0.117039947,0,0,0,0,0,0,0,0,0,0,0,0,0.028149533,0.024358279,0,0,0,0,2.57606148,0,0
0,0.000237802,0.230175536,0,0,0,0,0,0,0,0,0,0,0,0,0.03753271,0.032477706,0,0,0,0,2.57606148,0,0
0,0.000212504,0.020187651,0,0,0,0,0,0,0,0,0,0,0,0,0.042224299,0.048716559,0,0,0,0,2.57606148,0,1.193841461
0,4.65E-05,0.001392252,0,0,0,0,0,0,0,0,0,0,0,0,0.051607476,0.069015125,0,0,0,0,2.57606148,0,0.842711619
0,0.000343042,0.598970922,0,0,0,0,0,0,0,0,0,0,0,0,0.03753271,0.032477706,0,0,0,0,2.57606148,0,0
0,0.000173039,0.011016949,0,0,0,0,0,0,0,0,0,0,0,0,0.009383178,0.048716559,0,0,0,0,2.57606148,0,1.193841461
0,0.000214528,0.179782076,0,0,0,0,0,0,0,0,0,0,0,0,0.004691589,0.093373404,0,0,0,0,2.57606148,0,1.544971302
0,0.000307624,0.050272395,0,0,0,0,0,0,0,0,0,0,0,0,0.060990654,0.052776272,0,0,0,0,2.57606148,0,0
0,0.000382507,0.093250602,0,0,0,0,0,0,0,0,0,0,0,0,0.070373831,0.133970537,0,0,0,0,2.57606148,0,0.632033714
0,0.000218575,0.240799022,0,0,0,0,0,0,0,0,0,0,0,0,0.004691589,0.008119427,0,0,0,0,2.57606148,0,7.022596827
0,0.000228695,0.497427342,0,0,0,0,0,0,0,0,0,0,0,0,0.009383178,0.008119427,0,0,0,0,2.57606148,0,0
0,4.45E-05,0.001331719,0,0,0,0,0,0,0,0,0,0,0,0,0.304953269,0.26388136,0,0,0,0,2.57606148,0,0
0,0.000247921,0.106476994,0,0,0,0,0,0,0,0,0,0,0,0,0.060990654,0.129910823,0,0,0,0,2.57606148,0,0.42135581
0,0.000197325,0.012288135,0,0,0,0,0,0,0,0,0,0,0,0,0.004691589,0.052776272,0,0,0,0,2.57606148,0,1.053389524
0,0.000242861,0.043069006,0,0,0,0,0,0,0,0,0,0,0,0,0.032841121,0.032477706,0,0,0,0,2.57606148,0,1.755649207
0,0.000320779,0.009079903,0,0,0,0,0,0,0,0,0,0,0,0,0.065682242,0.056835985,0,0,0,0,2.57606148,0,0
0.108796021,0.000306613,0.007869249,0,0,0,0,0,0,0,0,0,0,0,0,0.03753271,0.036537419,0,0,0,0.473837736,2.57606148,0,1.544971302
0,0.000252981,0.040677965,0,0,0,0,0,0,0,0,0,0,0,0,0.004691589,0.004059713,0,0,0,0,2.57606148,0,0
0,0.000226671,0.06413438,0,0,0,0,0,0,0,0,0,0,0,0,0.042224299,0.247642507,0,0,0,0,2.57606148,0,0.561807746
0,0.000331911,0.009412833,0,0,0,0,0,0,0,0,0,0,0,0,0.023457944,0.024358279,0,0,0,0,2.57606148,0,2.317456953
0,0.000227683,0.288407979,0,0,0,0,0,0,0,0,0,0,0,0,0.028149533,0.028417993,0,0,0,0,2.57606148,0,2.03655308
0,4.65E-05,0.001392252,0,0,0,0,0,0,0,0,0,0,0,0,0.07506542,0.101492831,0,0,0,0,2.57606148,0,0.842711619
0,0.000300541,0.023305084,0,0,0,0,0,0,0,0,0,0,0,0,0.107906541,0.093373404,0,0,0,0,2.57606148,0,0
0,0.000190241,0.011410411,0,0,0,0,0,0,0,0,0,0,0,0,0.014074766,0.01217914,0,0,0,0,2.57606148,0,0
0,0.00020542,0.064860772,0,0,0,0,0,0,0,0,0,0,0,0,0.065682242,0.11367197,0,0,0,0,2.57606148,0,0.772485651
0,0.000186194,0.716737261,0,0,0,0,0,0,0,0,0,0,0,0,0.004691589,0.004059713,0,0,0,0,2.57606148,0,0
0,0.000222623,0.332173111,0,0,0,0,0,0,0,0,0,0,0,0,0.014074766,0.01217914,0,0,0,0,2.57606148,0,0
