0,0.0002064322,0.0763317162,0,0,0,0,0,0,0,0,0,0,0,0,0.0609906537,0.052776272,0,0,0,0,2.5760614801,0,0,1.5908470907,2.404743011,2.4343873133,0,0.0207766628,0.9493774293,0,0,0,0
0,0.0002266706,0.1170399471,0,0,0,0,0,0,0,0,0,0,0,0,0.0281495325,0.0243582794,0,0,0,0,2.5760614801,0,0,0.0926707043,2.404743011,2.4343873133,0,0.3532032671,0.9493774293,0,0,0,0
0,0.0002378018,0.2301755361,0,0,0,0,0,0,0,0,0,0,0,0,0.03753271,0.0324777058,0,0,0,0,2.5760614801,0,0,0.6486949302,2.404743011,2.4343873133,0,0.0415533255,1.6614105012,0,0,0,0
0,0.0002125037,0.0201876506,0,0,0,0,0,0,0,0,0,0,0,0,0.0422242987,0.0487165587,0,0,0,0,2.5760614801,0,1.1938414605,1.6680726776,2.404743011,2.4343873133,0,0.0207766628,0.2373443573,0,0,0,0
0,4.65484288853908E-05,0.0013922518,0,0,0,0,0,0,0,0,0,0,0,0,0.0516074762,0.0690151249,0,0,0,0,2.5760614801,0,0.8427116192,3.9385049332,2.404743011,2.4343873133,0,0,0,0,0,0,0
0,0.0003430417,0.5989709216,0,0,0,0,0,0,0,0,0,0,0,0,0.03753271,0.0324777058,0,0,0,0,2.5760614801,0,0,0.401573052,2.404743011,2.4343873133,0,0.0831066511,0.7120330719,0,0,0,0
0,0.0001730387,0.0110169487,0,0,0,0,0,0,0,0,0,0,0,0,0.0093831775,0.0487165587,0,0,0,0,2.5760614801,0,1.1938414605,0.6795851649,2.404743011,2.4343873133,0,0.0415533255,1.4240661439,0,0,0,0
0,0.0002145275,0.1797820755,0,0,0,0,0,0,0,0,0,0,0,0,0.0046915887,0.0933734042,0,0,0,0,2.5760614801,0,1.5449713018,0.0308902348,1.2825296058,2.4343873133,0,1.0388331385,1.8987548585,0,0,0,0
0,0.0003076244,0.0502723952,0,0,0,0,0,0,0,0,0,0,0,0,0.0609906537,0.052776272,0,0,0,0,2.5760614801,0,0,1.8379689688,2.404743011,2.4343873133,0,0.0207766628,0.2373443573,0,0,0,0
0,0.0003825067,0.0932506018,0,0,0,0,0,0,0,0,0,0,0,0,0.0703738312,0.1339705365,0,0,0,0,2.5760614801,0,0.6320337144,3.9385049332,2.404743011,2.4343873133,0,0,0,0,0,0,0
