1.763771834172051245e-01,3.849722198881697643e-01,-4.697188700128165362e-01,-2.713130309697075471e-01,-1.173814210903149746e+00
1.678851641489875479e-01,4.882846204383654021e-01,4.978982279166895286e-01,1.431830946213692168e-01,-8.761449465735002828e-01
-7.869114478162336779e-01,-1.696220444267609873e-01,-1.758563139877866721e-01,6.928300014388393269e-01,-2.635833058976749799e-01
-3.743245177083305286e-01,3.061885989063858893e-01,5.863145238637612611e-01,5.057452377023007317e-01,3.078299892041103658e-01
1.252850409675659582e-01,-3.258937928983327015e-01,7.341807271374346522e-01,3.947126622341984303e-01,-7.630984137861631655e-01
-6.698325456602225447e-01,4.282256119243878500e-01,8.820798366912059318e-01,-4.556453054742147235e-01,9.176836236743840525e-02
-6.893293017928232569e-01,-1.788578337412332631e-01,1.830463825473190864e-01,-7.493892647863851231e-01,2.415413795951880938e-01
3.609391744288796555e-02,6.477409305883800039e-01,-4.881603254143183912e-02,8.475356465261925099e-01,-1.366795154054105677e-01
-2.827421794731121985e-01,-3.984936365863123164e-02,6.987440130144870754e-01,1.214188617457305497e-01,4.555431443966824201e-01
-2.774879736615180545e-02,-3.730979151216915479e-01,-8.069521003307439377e-02,-1.091306874989838915e+00,9.457744277046625792e-02
-4.931079887218541846e-01,-6.699493122995813232e-01,-7.111634335251981742e-01,3.785222282257587612e-01,8.920286701223326120e-02
4.027858374549613818e-01,-1.043330813324065298e+00,-4.554577952583400979e-02,-1.402547359706686203e-01,-2.936924613780938498e-01
-5.372316203209881458e-01,-3.726725752714137030e-02,1.922089335970266488e-01,5.698772233999219727e-01,-9.491828555658443634e-03
1.170326891968959948e-01,6.439718847941484636e-01,-5.130358211527210610e-01,6.994350185765727534e-01,-2.046606754766927549e-01
8.581383657753458571e-01,5.489934111670915495e-01,4.047175233771613811e-01,4.931681991939093068e-01,-1.607401942227790204e-01
-2.902303405707003514e-01,-3.511942100271784883e-01,-7.363408598963433471e-01,-9.528167765890500907e-02,2.583824823202114374e-01
2.155012384314876073e-01,2.861689224100005813e-01,-6.196477031855711637e-01,7.180922213372489260e-01,2.273746568368387455e-01
5.663401296793375561e-01,4.517591084185773598e-01,-5.738595933359738055e-01,-6.382221161088044159e-01,-1.404285049831744403e-01
1.192856653640108899e-01,7.252445536686635830e-01,4.937878467296612506e-01,-6.235907936220584924e-01,-2.549460503303515035e-01
-2.390797251062939943e-02,4.092282037594686117e-01,1.038284569053474327e+00,-9.426416046087110479e-02,-5.801740969415281057e-02
4.724216049922500549e-01,7.652371913715800833e-01,5.311650186640830551e-01,1.249380430177860213e-01,3.772753502069088327e-01
-2.785576007331889148e-01,-6.592520782679069935e-01,-5.653655336175329449e-01,5.294268983943479778e-01,6.619960715559111142e-01
4.189829739875748915e-01,8.986635552129085269e-01,-2.926588853318551342e-01,9.383582303879750564e-02,-6.535557720707988461e-01
-3.010147990950285957e-01,-1.038045039724358798e+00,1.516512377741717765e-01,2.910116472847987801e-01,3.495696482432962271e-01
1.613420971718023955e-01,4.646842290785582752e-02,5.973650806087890675e-02,-1.100414917589439323e+00,-7.754251123239239707e-01
-1.674238051289187179e-01,-3.430012038621155224e-01,6.807481871393771256e-01,-1.927916159767062432e-01,-1.260066350061806173e-01
5.758045144778328739e-02,2.895663298232395988e-01,1.597334153428861536e-01,8.937723286416094925e-01,6.517626799346423194e-01
-8.202881670780620693e-02,-2.674445848285616489e-01,-6.119792612748681249e-01,-4.915008590595835170e-01,1.694560650132933277e-01
6.397984303495705127e-01,-2.113712946977071017e-01,4.937092093174972468e-02,-7.679538556819816009e-01,3.612336667279938962e-01
